
Output from Plumeria 2, fortran version, run date 2022.02.09  16:43

Input values:
      Using multilayered atmosphere from file metfile.txt                                                                     
                           Vent diameter (m):  2100.0
                          Vent elevation (m):   144.0
                      Initial velocity (m/s):   283.7
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   5.948
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.584E+10
                 Mass flux of solids, (kg/s):  0.567E+10
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
 126    888.3    888.3     -0.7      0.3 0.903E+00 0.682E-01 0.290E-01 0.000E+00 0.000E+00    7.67   242.55    1839.0  1110.5   293.6     2.434     1.057     3.4   89110.4 0.000E+00 0.000E+00
 127    895.9    895.9     -0.7      0.3 0.902E+00 0.687E-01 0.290E-01 0.000E+00 0.000E+00    7.68   242.24    1845.2  1110.0   293.6     2.422     1.057     3.4   89031.2 0.000E+00 0.000E+00
 128    903.6    903.6     -0.7      0.3 0.902E+00 0.692E-01 0.290E-01 0.000E+00 0.000E+00    7.69   241.92    1851.5  1109.5   293.6     2.410     1.056     3.5   88952.0 0.000E+00 0.000E+00
 129    911.2    911.2     -0.8      0.3 0.901E+00 0.698E-01 0.289E-01 0.000E+00 0.000E+00    7.70   241.61    1857.8  1109.0   293.5     2.399     1.055     3.5   88872.9 0.000E+00 0.000E+00
 130    918.9    918.9     -0.8      0.3 0.901E+00 0.703E-01 0.289E-01 0.000E+00 0.000E+00    7.70   241.30    1864.0  1108.5   293.5     2.387     1.054     3.5   88793.8 0.000E+00 0.000E+00
 131    926.5    926.5     -0.8      0.3 0.900E+00 0.708E-01 0.289E-01 0.000E+00 0.000E+00    7.71   240.98    1870.3  1108.0   293.4     2.376     1.054     3.6   88714.9 0.000E+00 0.000E+00
 132    934.1    934.1     -0.8      0.3 0.900E+00 0.713E-01 0.289E-01 0.000E+00 0.000E+00    7.72   240.67    1876.5  1107.5   293.4     2.364     1.053     3.6   88635.9 0.000E+00 0.000E+00
 133    941.8    941.8     -0.8      0.3 0.899E+00 0.719E-01 0.289E-01 0.000E+00 0.000E+00    7.73   240.36    1882.8  1107.0   293.3     2.353     1.052     3.6   88557.1 0.000E+00 0.000E+00
 134    949.4    949.4     -0.8      0.3 0.899E+00 0.724E-01 0.289E-01 0.000E+00 0.000E+00    7.73   240.05    1889.0  1106.5   293.3     2.342     1.051     3.6   88478.2 0.000E+00 0.000E+00
 135    957.1    957.1     -0.8      0.3 0.898E+00 0.729E-01 0.289E-01 0.000E+00 0.000E+00    7.74   239.74    1895.2  1106.0   293.3     2.331     1.050     3.7   88399.5 0.000E+00 0.000E+00
 136    964.7    964.7     -0.9      0.3 0.898E+00 0.735E-01 0.289E-01 0.000E+00 0.000E+00    7.75   239.43    1901.5  1105.5   293.2     2.320     1.050     3.7   88320.8 0.000E+00 0.000E+00
 137    972.3    972.3     -0.9      0.3 0.897E+00 0.740E-01 0.289E-01 0.000E+00 0.000E+00    7.76   239.12    1907.7  1105.0   293.2     2.309     1.049     3.7   88242.2 0.000E+00 0.000E+00
 138    980.0    980.0     -0.9      0.4 0.897E+00 0.745E-01 0.289E-01 0.000E+00 0.000E+00    7.77   238.81    1913.9  1104.5   293.1     2.298     1.048     3.8   88163.6 0.000E+00 0.000E+00
 139    987.6    987.6     -0.9      0.4 0.896E+00 0.750E-01 0.289E-01 0.000E+00 0.000E+00    7.77   238.51    1920.1  1104.0   293.1     2.288     1.047     3.8   88085.1 0.000E+00 0.000E+00
 140    995.3    995.3     -0.9      0.4 0.896E+00 0.755E-01 0.289E-01 0.000E+00 0.000E+00    7.78   238.20    1926.3  1103.5   293.1     2.277     1.046     3.8   88006.6 0.000E+00 0.000E+00
 141   1002.9   1002.9     -0.9      0.4 0.895E+00 0.761E-01 0.288E-01 0.000E+00 0.000E+00    7.79   237.89    1932.5  1103.0   293.0     2.267     1.046     3.9   87928.2 0.000E+00 0.000E+00
 142   1010.5   1010.5     -1.0      0.4 0.895E+00 0.766E-01 0.288E-01 0.000E+00 0.000E+00    7.80   237.59    1938.7  1102.5   293.0     2.256     1.045     3.9   87849.8 0.000E+00 0.000E+00
 143   1018.2   1018.2     -1.0      0.4 0.894E+00 0.771E-01 0.288E-01 0.000E+00 0.000E+00    7.80   237.28    1944.9  1102.0   292.9     2.246     1.044     3.9   87771.6 0.000E+00 0.000E+00
 144   1025.8   1025.8     -1.0      0.4 0.894E+00 0.776E-01 0.288E-01 0.000E+00 0.000E+00    7.81   236.98    1951.1  1101.5   292.9     2.236     1.043     4.0   87693.3 0.000E+00 0.000E+00
 145   1033.5   1033.5     -1.0      0.4 0.893E+00 0.781E-01 0.288E-01 0.000E+00 0.000E+00    7.82   236.68    1957.3  1101.0   292.8     2.226     1.043     4.0   87615.2 0.000E+00 0.000E+00
 146   1041.1   1041.1     -1.0      0.4 0.893E+00 0.787E-01 0.288E-01 0.000E+00 0.000E+00    7.83   236.37    1963.5  1100.5   292.8     2.216     1.042     4.0   87537.1 0.000E+00 0.000E+00
 147   1048.7   1048.7     -1.0      0.4 0.892E+00 0.792E-01 0.288E-01 0.000E+00 0.000E+00    7.83   236.07    1969.7  1100.0   292.8     2.206     1.041     4.1   87459.0 0.000E+00 0.000E+00
 148   1056.4   1056.4     -1.0      0.4 0.892E+00 0.797E-01 0.288E-01 0.000E+00 0.000E+00    7.84   235.77    1975.9  1099.5   292.7     2.197     1.040     4.1   87381.0 0.000E+00 0.000E+00
 149   1064.0   1064.0     -1.1      0.4 0.891E+00 0.802E-01 0.288E-01 0.000E+00 0.000E+00    7.85   235.47    1982.1  1099.0   292.7     2.187     1.039     4.1   87303.1 0.000E+00 0.000E+00
 150   1071.7   1071.7     -1.1      0.4 0.891E+00 0.807E-01 0.288E-01 0.000E+00 0.000E+00    7.86   235.17    1988.3  1098.6   292.6     2.177     1.039     4.2   87225.2 0.000E+00 0.000E+00
 151   1079.3   1079.3     -1.1      0.4 0.890E+00 0.812E-01 0.288E-01 0.000E+00 0.000E+00    7.87   234.87    1994.4  1098.1   292.6     2.168     1.038     4.2   87147.4 0.000E+00 0.000E+00
 152   1086.9   1086.9     -1.1      0.4 0.890E+00 0.817E-01 0.287E-01 0.000E+00 0.000E+00    7.87   234.57    2000.6  1097.6   292.5     2.159     1.037     4.2   87069.6 0.000E+00 0.000E+00
 153   1094.6   1094.6     -1.1      0.4 0.889E+00 0.822E-01 0.287E-01 0.000E+00 0.000E+00    7.88   234.27    2006.8  1097.1   292.5     2.149     1.036     4.3   86991.9 0.000E+00 0.000E+00
 154   1102.2   1102.2     -1.1      0.5 0.889E+00 0.828E-01 0.287E-01 0.000E+00 0.000E+00    7.89   233.98    2012.9  1096.6   292.5     2.140     1.036     4.3   86914.3 0.000E+00 0.000E+00
 155   1109.9   1109.9     -1.2      0.5 0.888E+00 0.833E-01 0.287E-01 0.000E+00 0.000E+00    7.90   233.68    2019.1  1096.1   292.4     2.131     1.035     4.3   86836.7 0.000E+00 0.000E+00
 156   1117.5   1117.5     -1.2      0.5 0.888E+00 0.838E-01 0.287E-01 0.000E+00 0.000E+00    7.90   233.38    2025.3  1095.6   292.4     2.122     1.034     4.4   86759.2 0.000E+00 0.000E+00
 157   1125.1   1125.1     -1.2      0.5 0.887E+00 0.843E-01 0.287E-01 0.000E+00 0.000E+00    7.91   233.09    2031.4  1095.1   292.3     2.113     1.033     4.4   86681.7 0.000E+00 0.000E+00
 158   1132.8   1132.8     -1.2      0.5 0.887E+00 0.848E-01 0.287E-01 0.000E+00 0.000E+00    7.92   232.79    2037.6  1094.6   292.3     2.104     1.032     4.4   86604.3 0.000E+00 0.000E+00
 159   1140.4   1140.4     -1.2      0.5 0.886E+00 0.853E-01 0.287E-01 0.000E+00 0.000E+00    7.93   232.50    2043.7  1094.2   292.3     2.095     1.032     4.5   86527.0 0.000E+00 0.000E+00
 160   1148.1   1148.1     -1.3      0.5 0.886E+00 0.858E-01 0.287E-01 0.000E+00 0.000E+00    7.94   232.20    2049.9  1093.7   292.2     2.086     1.031     4.5   86449.7 0.000E+00 0.000E+00
 161   1155.7   1155.7     -1.3      0.5 0.885E+00 0.863E-01 0.287E-01 0.000E+00 0.000E+00    7.94   231.91    2056.0  1093.2   292.2     2.078     1.030     4.5   86372.4 0.000E+00 0.000E+00
 162   1163.3   1163.3     -1.3      0.5 0.885E+00 0.868E-01 0.287E-01 0.000E+00 0.000E+00    7.95   231.62    2062.2  1092.7   292.1     2.069     1.029     4.6   86295.2 0.000E+00 0.000E+00
 163   1171.0   1171.0     -1.3      0.5 0.884E+00 0.873E-01 0.286E-01 0.000E+00 0.000E+00    7.96   231.33    2068.3  1092.2   292.1     2.061     1.029     4.6   86218.1 0.000E+00 0.000E+00
 164   1178.6   1178.6     -1.3      0.5 0.884E+00 0.878E-01 0.286E-01 0.000E+00 0.000E+00    7.97   231.03    2074.4  1091.7   292.0     2.052     1.028     4.6   86141.1 0.000E+00 0.000E+00
 165   1186.3   1186.3     -1.3      0.5 0.883E+00 0.883E-01 0.286E-01 0.000E+00 0.000E+00    7.98   230.74    2080.6  1091.2   292.0     2.044     1.027     4.7   86064.1 0.000E+00 0.000E+00
 166   1193.9   1193.9     -1.4      0.5 0.883E+00 0.888E-01 0.286E-01 0.000E+00 0.000E+00    7.98   230.45    2086.7  1090.8   292.0     2.036     1.026     4.7   85987.1 0.000E+00 0.000E+00
 167   1200.0   1200.0     -1.4      0.5 0.882E+00 0.892E-01 0.286E-01 0.000E+00 0.000E+00    7.99   230.22    2091.6  1090.4   291.9     2.029     1.026     4.7   85925.7 0.000E+00 0.000E+00
 168   1206.4   1206.4     -1.4      0.6 0.882E+00 0.896E-01 0.286E-01 0.000E+00 0.000E+00    8.00   229.98    2096.7  1090.0   291.9     2.022     1.025     4.7   85861.5 0.000E+00 0.000E+00
 169   1213.0   1213.0     -1.4      0.6 0.881E+00 0.901E-01 0.286E-01 0.000E+00 0.000E+00    8.00   229.73    2102.0  1089.6   291.9     2.015     1.024     4.8   85795.1 0.000E+00 0.000E+00
 170   1219.8   1219.8     -1.4      0.6 0.881E+00 0.905E-01 0.286E-01 0.000E+00 0.000E+00    8.01   229.47    2107.5  1089.1   291.8     2.008     1.024     4.8   85726.7 0.000E+00 0.000E+00
 171   1226.8   1226.8     -1.5      0.6 0.880E+00 0.910E-01 0.286E-01 0.000E+00 0.000E+00    8.02   229.21    2113.1  1088.7   291.8     2.001     1.023     4.8   85656.7 0.000E+00 0.000E+00
 172   1233.9   1233.9     -1.5      0.6 0.880E+00 0.914E-01 0.286E-01 0.000E+00 0.000E+00    8.02   228.95    2118.7  1088.2   291.7     1.993     1.022     4.9   85585.5 0.000E+00 0.000E+00
 173   1241.1   1241.1     -1.5      0.6 0.880E+00 0.919E-01 0.286E-01 0.000E+00 0.000E+00    8.03   228.68    2124.5  1087.8   291.7     1.986     1.021     4.9   85513.3 0.000E+00 0.000E+00
 174   1248.4   1248.4     -1.5      0.6 0.879E+00 0.924E-01 0.286E-01 0.000E+00 0.000E+00    8.04   228.40    2130.3  1087.3   291.7     1.978     1.021     4.9   85440.3 0.000E+00 0.000E+00
 175   1255.7   1255.7     -1.5      0.6 0.879E+00 0.929E-01 0.286E-01 0.000E+00 0.000E+00    8.05   228.13    2136.2  1086.9   291.6     1.971     1.020     5.0   85366.7 0.000E+00 0.000E+00
 176   1263.1   1263.1     -1.5      0.6 0.878E+00 0.933E-01 0.285E-01 0.000E+00 0.000E+00    8.06   227.85    2142.2  1086.4   291.6     1.963     1.019     5.0   85292.5 0.000E+00 0.000E+00
 177   1270.6   1270.6     -1.6      0.6 0.878E+00 0.938E-01 0.285E-01 0.000E+00 0.000E+00    8.06   227.57    2148.1  1085.9   291.5     1.956     1.019     5.0   85218.0 0.000E+00 0.000E+00
 178   1278.1   1278.1     -1.6      0.6 0.877E+00 0.943E-01 0.285E-01 0.000E+00 0.000E+00    8.07   227.30    2154.1  1085.5   291.5     1.949     1.018     5.1   85143.2 0.000E+00 0.000E+00
 179   1285.6   1285.6     -1.6      0.6 0.877E+00 0.948E-01 0.285E-01 0.000E+00 0.000E+00    8.08   227.02    2160.1  1085.0   291.5     1.941     1.017     5.1   85068.1 0.000E+00 0.000E+00
 180   1293.1   1293.1     -1.6      0.6 0.876E+00 0.953E-01 0.285E-01 0.000E+00 0.000E+00    8.09   226.74    2166.2  1084.5   291.4     1.934     1.016     5.1   84992.8 0.000E+00 0.000E+00
 181   1300.7   1300.7     -1.7      0.7 0.876E+00 0.958E-01 0.285E-01 0.000E+00 0.000E+00    8.09   226.46    2172.2  1084.1   291.4     1.926     1.016     5.2   84917.4 0.000E+00 0.000E+00
 182   1308.3   1308.3     -1.7      0.7 0.875E+00 0.962E-01 0.285E-01 0.000E+00 0.000E+00    8.10   226.18    2178.3  1083.6   291.3     1.919     1.015     5.2   84841.9 0.000E+00 0.000E+00
 183   1315.9   1315.9     -1.7      0.7 0.875E+00 0.967E-01 0.285E-01 0.000E+00 0.000E+00    8.09   225.90    2184.3  1083.1   291.3     1.912     1.014     5.2   84766.4 0.000E+00 0.000E+00
 184   1323.5   1323.5     -1.7      0.7 0.874E+00 0.972E-01 0.285E-01 0.000E+00 0.000E+00    8.09   225.63    2190.4  1082.6   291.3     1.905     1.013     5.3   84690.8 0.000E+00 0.000E+00
 185   1331.1   1331.1     -1.7      0.7 0.874E+00 0.977E-01 0.285E-01 0.000E+00 0.000E+00    8.08   225.35    2196.4  1082.2   291.2     1.898     1.012     5.3   84615.2 0.000E+00 0.000E+00
 186   1338.7   1338.7     -1.8      0.7 0.873E+00 0.982E-01 0.285E-01 0.000E+00 0.000E+00    8.08   225.07    2202.5  1081.7   291.2     1.891     1.012     5.3   84539.6 0.000E+00 0.000E+00
 187   1346.3   1346.3     -1.8      0.7 0.873E+00 0.987E-01 0.284E-01 0.000E+00 0.000E+00    8.08   224.79    2208.6  1081.2   291.2     1.884     1.011     5.4   84464.0 0.000E+00 0.000E+00
 188   1354.0   1354.0     -1.8      0.7 0.872E+00 0.992E-01 0.284E-01 0.000E+00 0.000E+00    8.07   224.52    2214.6  1080.8   291.1     1.877     1.010     5.4   84388.4 0.000E+00 0.000E+00
 189   1361.6   1361.6     -1.8      0.7 0.872E+00 0.996E-01 0.284E-01 0.000E+00 0.000E+00    8.07   224.24    2220.7  1080.3   291.1     1.870     1.009     5.4   84312.9 0.000E+00 0.000E+00
 190   1369.2   1369.2     -1.8      0.7 0.871E+00 0.100E+00 0.284E-01 0.000E+00 0.000E+00    8.06   223.97    2226.8  1079.8   291.1     1.863     1.008     5.5   84237.4 0.000E+00 0.000E+00
 191   1376.8   1376.8     -1.9      0.7 0.871E+00 0.101E+00 0.284E-01 0.000E+00 0.000E+00    8.06   223.69    2232.9  1079.3   291.0     1.856     1.008     5.5   84161.9 0.000E+00 0.000E+00
 192   1384.5   1384.5     -1.9      0.8 0.870E+00 0.101E+00 0.284E-01 0.000E+00 0.000E+00    8.05   223.42    2238.9  1078.9   291.0     1.849     1.007     5.5   84086.5 0.000E+00 0.000E+00
 193   1392.1   1392.1     -1.9      0.8 0.870E+00 0.102E+00 0.284E-01 0.000E+00 0.000E+00    8.05   223.14    2245.0  1078.4   291.0     1.842     1.006     5.6   84011.1 0.000E+00 0.000E+00
 194   1399.7   1399.7     -1.9      0.8 0.870E+00 0.102E+00 0.284E-01 0.000E+00 0.000E+00    8.05   222.87    2251.0  1077.9   290.9     1.836     1.005     5.6   83935.7 0.000E+00 0.000E+00
 195   1407.4   1407.4     -2.0      0.8 0.869E+00 0.103E+00 0.284E-01 0.000E+00 0.000E+00    8.04   222.60    2257.1  1077.5   290.9     1.829     1.005     5.6   83860.4 0.000E+00 0.000E+00
 196   1415.0   1415.0     -2.0      0.8 0.869E+00 0.103E+00 0.284E-01 0.000E+00 0.000E+00    8.04   222.32    2263.2  1077.0   290.8     1.823     1.004     5.7   83785.2 0.000E+00 0.000E+00
 197   1422.7   1422.7     -2.0      0.8 0.868E+00 0.103E+00 0.284E-01 0.000E+00 0.000E+00    8.03   222.05    2269.2  1076.5   290.8     1.816     1.003     5.7   83710.0 0.000E+00 0.000E+00
 198   1430.3   1430.3     -2.0      0.8 0.868E+00 0.104E+00 0.284E-01 0.000E+00 0.000E+00    8.03   221.78    2275.3  1076.1   290.8     1.810     1.002     5.7   83634.9 0.000E+00 0.000E+00
 199   1437.9   1437.9     -2.1      0.8 0.867E+00 0.104E+00 0.283E-01 0.000E+00 0.000E+00    8.03   221.51    2281.3  1075.6   290.7     1.803     1.001     5.8   83559.8 0.000E+00 0.000E+00
 200   1445.6   1445.6     -2.1      0.8 0.867E+00 0.105E+00 0.283E-01 0.000E+00 0.000E+00    8.02   221.24    2287.4  1075.2   290.7     1.797     1.001     5.8   83484.8 0.000E+00 0.000E+00
 201   1453.2   1453.2     -2.1      0.8 0.866E+00 0.105E+00 0.283E-01 0.000E+00 0.000E+00    8.02   220.97    2293.4  1074.7   290.7     1.790     1.000     5.8   83409.8 0.000E+00 0.000E+00
 202   1460.9   1460.9     -2.1      0.9 0.866E+00 0.106E+00 0.283E-01 0.000E+00 0.000E+00    8.01   220.70    2299.5  1074.2   290.6     1.784     0.999     5.9   83334.9 0.000E+00 0.000E+00
 203   1468.5   1468.5     -2.2      0.9 0.865E+00 0.106E+00 0.283E-01 0.000E+00 0.000E+00    8.01   220.44    2305.5  1073.8   290.6     1.778     0.998     5.9   83260.1 0.000E+00 0.000E+00
 204   1476.1   1476.1     -2.2      0.9 0.865E+00 0.107E+00 0.283E-01 0.000E+00 0.000E+00    8.01   220.17    2311.6  1073.3   290.6     1.772     0.998     5.9   83185.3 0.000E+00 0.000E+00
 205   1483.8   1483.8     -2.2      0.9 0.864E+00 0.107E+00 0.283E-01 0.000E+00 0.000E+00    8.00   219.90    2317.6  1072.8   290.5     1.766     0.997     6.0   83110.5 0.000E+00 0.000E+00
 206   1491.4   1491.4     -2.2      0.9 0.864E+00 0.108E+00 0.283E-01 0.000E+00 0.000E+00    8.00   219.64    2323.6  1072.4   290.5     1.760     0.996     6.0   83035.8 0.000E+00 0.000E+00
 207   1499.1   1499.1     -2.3      0.9 0.863E+00 0.108E+00 0.283E-01 0.000E+00 0.000E+00    8.00   219.37    2329.7  1071.9   290.5     1.753     0.995     6.0   82961.2 0.000E+00 0.000E+00
 208   1506.7   1506.7     -2.3      0.9 0.863E+00 0.109E+00 0.283E-01 0.000E+00 0.000E+00    7.99   219.11    2335.7  1071.5   290.4     1.747     0.994     6.1   82886.7 0.000E+00 0.000E+00
 209   1514.3   1514.3     -2.3      0.9 0.863E+00 0.109E+00 0.283E-01 0.000E+00 0.000E+00    7.99   218.84    2341.7  1071.0   290.4     1.742     0.994     6.1   82812.2 0.000E+00 0.000E+00
 210   1522.0   1522.0     -2.3      0.9 0.862E+00 0.110E+00 0.282E-01 0.000E+00 0.000E+00    7.99   218.58    2347.8  1070.5   290.4     1.736     0.993     6.1   82737.7 0.000E+00 0.000E+00
 211   1529.6   1529.6     -2.4      0.9 0.862E+00 0.110E+00 0.282E-01 0.000E+00 0.000E+00    7.98   218.32    2353.8  1070.1   290.3     1.730     0.992     6.2   82663.3 0.000E+00 0.000E+00
 212   1537.3   1537.3     -2.4      1.0 0.861E+00 0.111E+00 0.282E-01 0.000E+00 0.000E+00    7.98   218.05    2359.8  1069.6   290.3     1.724     0.991     6.2   82589.0 0.000E+00 0.000E+00
 213   1544.9   1544.9     -2.4      1.0 0.861E+00 0.111E+00 0.282E-01 0.000E+00 0.000E+00    7.98   217.79    2365.8  1069.2   290.2     1.718     0.991     6.3   82514.7 0.000E+00 0.000E+00
 214   1552.5   1552.5     -2.4      1.0 0.860E+00 0.112E+00 0.282E-01 0.000E+00 0.000E+00    7.97   217.53    2371.8  1068.7   290.2     1.712     0.990     6.3   82440.5 0.000E+00 0.000E+00
 215   1560.2   1560.2     -2.5      1.0 0.860E+00 0.112E+00 0.282E-01 0.000E+00 0.000E+00    7.97   217.27    2377.9  1068.3   290.2     1.707     0.989     6.3   82366.3 0.000E+00 0.000E+00
 216   1567.8   1567.8     -2.5      1.0 0.859E+00 0.112E+00 0.282E-01 0.000E+00 0.000E+00    7.97   217.01    2383.9  1067.8   290.1     1.701     0.988     6.4   82292.2 0.000E+00 0.000E+00
 217   1575.5   1575.5     -2.5      1.0 0.859E+00 0.113E+00 0.282E-01 0.000E+00 0.000E+00    7.97   216.75    2389.9  1067.3   290.1     1.695     0.988     6.4   82218.2 0.000E+00 0.000E+00
 218   1583.1   1583.1     -2.5      1.0 0.858E+00 0.113E+00 0.282E-01 0.000E+00 0.000E+00    7.96   216.49    2395.9  1066.9   290.1     1.690     0.987     6.4   82144.2 0.000E+00 0.000E+00
 219   1590.7   1590.7     -2.6      1.0 0.858E+00 0.114E+00 0.282E-01 0.000E+00 0.000E+00    7.96   216.24    2401.9  1066.4   290.0     1.684     0.986     6.5   82070.3 0.000E+00 0.000E+00
 220   1598.4   1598.4     -2.6      1.0 0.858E+00 0.114E+00 0.282E-01 0.000E+00 0.000E+00    7.96   215.98    2407.9  1066.0   290.0     1.679     0.985     6.5   81996.4 0.000E+00 0.000E+00
 221   1606.0   1606.0     -2.6      1.1 0.857E+00 0.115E+00 0.281E-01 0.000E+00 0.000E+00    7.95   215.72    2413.9  1065.5   290.0     1.673     0.984     6.5   81922.6 0.000E+00 0.000E+00
 222   1613.7   1613.7     -2.6      1.1 0.857E+00 0.115E+00 0.281E-01 0.000E+00 0.000E+00    7.95   215.46    2419.9  1065.1   289.9     1.668     0.984     6.6   81848.8 0.000E+00 0.000E+00
 223   1621.3   1621.3     -2.7      1.1 0.856E+00 0.116E+00 0.281E-01 0.000E+00 0.000E+00    7.95   215.21    2425.9  1064.6   289.9     1.662     0.983     6.6   81775.1 0.000E+00 0.000E+00
 224   1628.9   1628.9     -2.7      1.1 0.856E+00 0.116E+00 0.281E-01 0.000E+00 0.000E+00    7.95   214.95    2431.9  1064.2   289.9     1.657     0.982     6.6   81701.5 0.000E+00 0.000E+00
 225   1636.6   1636.6     -2.7      1.1 0.855E+00 0.117E+00 0.281E-01 0.000E+00 0.000E+00    7.94   214.70    2437.9  1063.7   289.8     1.652     0.981     6.7   81627.9 0.000E+00 0.000E+00
 226   1644.2   1644.2     -2.8      1.1 0.855E+00 0.117E+00 0.281E-01 0.000E+00 0.000E+00    7.94   214.45    2443.9  1063.3   289.8     1.646     0.981     6.7   81554.3 0.000E+00 0.000E+00
 227   1651.9   1651.9     -2.8      1.1 0.854E+00 0.118E+00 0.281E-01 0.000E+00 0.000E+00    7.94   214.19    2449.9  1062.8   289.8     1.641     0.980     6.7   81480.9 0.000E+00 0.000E+00
 228   1659.5   1659.5     -2.8      1.1 0.854E+00 0.118E+00 0.281E-01 0.000E+00 0.000E+00    7.94   213.94    2455.9  1062.4   289.7     1.636     0.979     6.8   81407.5 0.000E+00 0.000E+00
 229   1667.1   1667.1     -2.8      1.2 0.854E+00 0.118E+00 0.281E-01 0.000E+00 0.000E+00    7.93   213.69    2461.9  1061.9   289.7     1.631     0.978     6.8   81334.1 0.000E+00 0.000E+00
 230   1674.8   1674.8     -2.9      1.2 0.853E+00 0.119E+00 0.281E-01 0.000E+00 0.000E+00    7.93   213.44    2467.9  1061.5   289.6     1.626     0.978     6.9   81260.8 0.000E+00 0.000E+00
 231   1682.4   1682.4     -2.9      1.2 0.853E+00 0.119E+00 0.281E-01 0.000E+00 0.000E+00    7.93   213.19    2473.9  1061.0   289.6     1.620     0.977     6.9   81187.6 0.000E+00 0.000E+00
 232   1690.1   1690.1     -2.9      1.2 0.852E+00 0.120E+00 0.281E-01 0.000E+00 0.000E+00    7.93   212.93    2479.9  1060.6   289.6     1.615     0.976     6.9   81114.4 0.000E+00 0.000E+00
 233   1697.7   1697.7     -3.0      1.2 0.852E+00 0.120E+00 0.280E-01 0.000E+00 0.000E+00    7.93   212.68    2485.9  1060.2   289.5     1.610     0.975     7.0   81041.3 0.000E+00 0.000E+00
 234   1705.3   1705.3     -3.0      1.2 0.851E+00 0.121E+00 0.280E-01 0.000E+00 0.000E+00    7.92   212.44    2491.9  1059.7   289.5     1.605     0.975     7.0   80968.2 0.000E+00 0.000E+00
