
Output from Plumeria 2, fortran version, run date 2022.02.09  16:43

Input values:
      Using multilayered atmosphere from file metfile.txt                                                                     
                           Vent diameter (m):   349.0
                          Vent elevation (m):   144.0
                      Initial velocity (m/s):   219.8
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   5.948
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.125E+09
                 Mass flux of solids, (kg/s):  0.121E+09
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
 259   1896.3   1895.9    -29.4     12.3 0.457E+00 0.521E+00 0.212E-01 0.000E+00 0.000E+00    7.88   114.83    1016.8   699.0   288.7     0.710     0.956    13.4   79164.0 0.000E+00 0.000E+00
 260   1903.9   1903.5    -29.6     12.4 0.456E+00 0.523E+00 0.212E-01 0.000E+00 0.000E+00    7.88   114.77    1019.1   697.9   288.6     0.709     0.955    13.4   79092.4 0.000E+00 0.000E+00
 261   1911.6   1911.2    -29.9     12.5 0.455E+00 0.524E+00 0.212E-01 0.000E+00 0.000E+00    7.87   114.71    1021.3   696.8   288.6     0.708     0.954    13.5   79020.9 0.000E+00 0.000E+00
 262   1919.2   1918.8    -30.1     12.6 0.454E+00 0.525E+00 0.212E-01 0.000E+00 0.000E+00    7.87   114.65    1023.6   695.8   288.6     0.707     0.953    13.6   78949.4 0.000E+00 0.000E+00
 263   1926.8   1926.5    -30.3     12.7 0.453E+00 0.526E+00 0.211E-01 0.000E+00 0.000E+00    7.87   114.59    1025.8   694.7   288.6     0.706     0.953    13.6   78878.0 0.000E+00 0.000E+00
 264   1934.5   1934.1    -30.6     12.9 0.452E+00 0.527E+00 0.211E-01 0.000E+00 0.000E+00    7.87   114.53    1028.0   693.6   288.5     0.706     0.952    13.7   78806.6 0.000E+00 0.000E+00
 265   1942.1   1941.7    -30.8     13.0 0.451E+00 0.528E+00 0.211E-01 0.000E+00 0.000E+00    7.86   114.48    1030.2   692.5   288.5     0.705     0.951    13.8   78735.3 0.000E+00 0.000E+00
 266   1949.8   1949.4    -31.0     13.1 0.449E+00 0.529E+00 0.210E-01 0.000E+00 0.000E+00    7.86   114.42    1032.4   691.5   288.5     0.704     0.950    13.8   78664.1 0.000E+00 0.000E+00
 267   1957.4   1957.0    -31.3     13.2 0.448E+00 0.531E+00 0.210E-01 0.000E+00 0.000E+00    7.86   114.37    1034.6   690.4   288.4     0.703     0.949    13.9   78592.9 0.000E+00 0.000E+00
 268   1965.1   1964.7    -31.5     13.3 0.447E+00 0.532E+00 0.210E-01 0.000E+00 0.000E+00    7.86   114.32    1036.8   689.4   288.4     0.702     0.949    14.0   78521.8 0.000E+00 0.000E+00
 269   1972.7   1972.3    -31.8     13.4 0.446E+00 0.533E+00 0.210E-01 0.000E+00 0.000E+00    7.86   114.27    1039.0   688.3   288.4     0.701     0.948    14.1   78450.7 0.000E+00 0.000E+00
 270   1980.4   1979.9    -32.0     13.5 0.445E+00 0.534E+00 0.209E-01 0.000E+00 0.000E+00    7.85   114.22    1041.2   687.3   288.4     0.700     0.947    14.1   78379.7 0.000E+00 0.000E+00
 271   1988.0   1987.6    -32.3     13.7 0.444E+00 0.535E+00 0.209E-01 0.000E+00 0.000E+00    7.85   114.17    1043.4   686.2   288.3     0.699     0.946    14.2   78308.7 0.000E+00 0.000E+00
 272   1995.6   1995.2    -32.5     13.8 0.443E+00 0.536E+00 0.209E-01 0.000E+00 0.000E+00    7.85   114.12    1045.6   685.2   288.3     0.698     0.946    14.3   78237.8 0.000E+00 0.000E+00
 273   2003.3   2002.9    -32.7     13.9 0.442E+00 0.537E+00 0.208E-01 0.000E+00 0.000E+00    7.85   114.07    1047.7   684.1   288.3     0.697     0.945    14.3   78167.0 0.000E+00 0.000E+00
 274   2010.9   2010.5    -33.0     14.0 0.441E+00 0.538E+00 0.208E-01 0.000E+00 0.000E+00    7.85   114.03    1049.9   683.1   288.2     0.696     0.944    14.4   78096.2 0.000E+00 0.000E+00
 275   2018.6   2018.1    -33.2     14.1 0.440E+00 0.540E+00 0.208E-01 0.000E+00 0.000E+00    7.85   113.98    1052.0   682.1   288.2     0.696     0.943    14.5   78025.4 0.000E+00 0.000E+00
 276   2026.2   2025.8    -33.5     14.3 0.439E+00 0.541E+00 0.208E-01 0.000E+00 0.000E+00    7.84   113.94    1054.2   681.1   288.2     0.695     0.943    14.5   77954.8 0.000E+00 0.000E+00
 277   2033.9   2033.4    -33.7     14.4 0.437E+00 0.542E+00 0.207E-01 0.000E+00 0.000E+00    7.84   113.90    1056.3   680.0   288.1     0.694     0.942    14.6   77884.1 0.000E+00 0.000E+00
 278   2041.5   2041.1    -34.0     14.5 0.436E+00 0.543E+00 0.207E-01 0.000E+00 0.000E+00    7.84   113.86    1058.4   679.0   288.1     0.693     0.941    14.7   77813.6 0.000E+00 0.000E+00
 279   2049.2   2048.7    -34.2     14.6 0.435E+00 0.544E+00 0.207E-01 0.000E+00 0.000E+00    7.84   113.81    1060.6   678.0   288.1     0.692     0.940    14.7   77743.1 0.000E+00 0.000E+00
 280   2056.8   2056.3    -34.4     14.7 0.434E+00 0.545E+00 0.206E-01 0.000E+00 0.000E+00    7.84   113.78    1062.7   677.0   288.1     0.691     0.940    14.8   77672.6 0.000E+00 0.000E+00
 281   2064.5   2064.0    -34.7     14.9 0.433E+00 0.546E+00 0.206E-01 0.000E+00 0.000E+00    7.84   113.74    1064.8   676.0   288.0     0.690     0.939    14.9   77602.2 0.000E+00 0.000E+00
 282   2072.1   2071.6    -34.9     15.0 0.432E+00 0.547E+00 0.206E-01 0.000E+00 0.000E+00    7.83   113.70    1066.9   675.0   288.0     0.690     0.938    14.9   77531.9 0.000E+00 0.000E+00
 283   2079.7   2079.3    -35.2     15.1 0.431E+00 0.548E+00 0.206E-01 0.000E+00 0.000E+00    7.83   113.66    1069.0   674.0   288.0     0.689     0.937    15.0   77461.6 0.000E+00 0.000E+00
 284   2087.4   2086.9    -35.4     15.2 0.430E+00 0.549E+00 0.205E-01 0.000E+00 0.000E+00    7.83   113.63    1071.1   673.0   287.9     0.688     0.937    15.1   77391.4 0.000E+00 0.000E+00
 285   2095.0   2094.5    -35.7     15.4 0.429E+00 0.550E+00 0.205E-01 0.000E+00 0.000E+00    7.83   113.59    1073.2   672.0   287.9     0.687     0.936    15.1   77321.2 0.000E+00 0.000E+00
 286   2102.7   2102.2    -35.9     15.5 0.428E+00 0.551E+00 0.205E-01 0.000E+00 0.000E+00    7.83   113.56    1075.3   671.0   287.9     0.686     0.935    15.2   77251.1 0.000E+00 0.000E+00
 287   2110.3   2109.8    -36.2     15.6 0.427E+00 0.553E+00 0.205E-01 0.000E+00 0.000E+00    7.83   113.52    1077.4   670.0   287.9     0.686     0.934    15.3   77181.1 0.000E+00 0.000E+00
 288   2118.0   2117.5    -36.4     15.7 0.426E+00 0.554E+00 0.204E-01 0.000E+00 0.000E+00    7.83   113.49    1079.4   669.1   287.8     0.685     0.934    15.3   77111.1 0.000E+00 0.000E+00
 289   2125.6   2125.1    -36.7     15.9 0.425E+00 0.555E+00 0.204E-01 0.000E+00 0.000E+00    7.82   113.46    1081.5   668.1   287.8     0.684     0.933    15.4   77041.1 0.000E+00 0.000E+00
 290   2133.3   2132.7    -36.9     16.0 0.424E+00 0.556E+00 0.204E-01 0.000E+00 0.000E+00    7.82   113.43    1083.6   667.1   287.8     0.683     0.932    15.5   76971.3 0.000E+00 0.000E+00
 291   2140.9   2140.4    -37.2     16.1 0.423E+00 0.557E+00 0.203E-01 0.000E+00 0.000E+00    7.82   113.40    1085.6   666.1   287.7     0.682     0.931    15.5   76901.4 0.000E+00 0.000E+00
 292   2148.5   2148.0    -37.4     16.3 0.422E+00 0.558E+00 0.203E-01 0.000E+00 0.000E+00    7.82   113.37    1087.7   665.2   287.7     0.682     0.931    15.6   76831.7 0.000E+00 0.000E+00
 293   2156.2   2155.7    -37.7     16.4 0.421E+00 0.559E+00 0.203E-01 0.000E+00 0.000E+00    7.82   113.35    1089.7   664.2   287.7     0.681     0.930    15.7   76761.9 0.000E+00 0.000E+00
 294   2163.8   2163.3    -37.9     16.5 0.420E+00 0.560E+00 0.203E-01 0.000E+00 0.000E+00    7.82   113.32    1091.8   663.2   287.7     0.680     0.929    15.7   76692.3 0.000E+00 0.000E+00
 295   2171.5   2170.9    -38.2     16.6 0.419E+00 0.561E+00 0.202E-01 0.000E+00 0.000E+00    7.82   113.29    1093.8   662.3   287.6     0.679     0.928    15.8   76622.7 0.000E+00 0.000E+00
 296   2179.1   2178.6    -38.5     16.8 0.418E+00 0.562E+00 0.202E-01 0.000E+00 0.000E+00    7.82   113.27    1095.8   661.3   287.6     0.679     0.928    15.9   76553.1 0.000E+00 0.000E+00
 297   2186.8   2186.2    -38.7     16.9 0.417E+00 0.563E+00 0.202E-01 0.000E+00 0.000E+00    7.81   113.24    1097.8   660.4   287.6     0.678     0.927    15.9   76483.7 0.000E+00 0.000E+00
 298   2194.4   2193.9    -39.0     17.0 0.416E+00 0.564E+00 0.201E-01 0.000E+00 0.000E+00    7.81   113.22    1099.9   659.4   287.5     0.677     0.926    16.0   76414.2 0.000E+00 0.000E+00
 299   2200.0   2199.4    -39.1     17.1 0.415E+00 0.565E+00 0.201E-01 0.000E+00 0.000E+00    7.81   113.20    1101.3   658.8   287.5     0.677     0.926    16.1   76363.6 0.000E+00 0.000E+00
 300   2205.9   2205.4    -39.3     17.2 0.414E+00 0.565E+00 0.201E-01 0.000E+00 0.000E+00    7.81   113.18    1102.9   658.0   287.5     0.676     0.925    16.1   76309.7 0.000E+00 0.000E+00
 301   2212.2   2211.6    -39.6     17.3 0.414E+00 0.566E+00 0.201E-01 0.000E+00 0.000E+00    7.81   113.17    1104.5   657.3   287.5     0.675     0.924    16.2   76253.1 0.000E+00 0.000E+00
 302   2218.7   2218.1    -39.8     17.5 0.413E+00 0.567E+00 0.201E-01 0.000E+00 0.000E+00    7.81   113.15    1106.2   656.5   287.4     0.675     0.924    16.2   76194.1 0.000E+00 0.000E+00
 303   2225.4   2224.8    -40.0     17.6 0.412E+00 0.568E+00 0.200E-01 0.000E+00 0.000E+00    7.81   113.13    1108.0   655.6   287.4     0.674     0.923    16.3   76133.3 0.000E+00 0.000E+00
 304   2232.3   2231.7    -40.2     17.7 0.411E+00 0.569E+00 0.200E-01 0.000E+00 0.000E+00    7.81   113.11    1109.8   654.8   287.4     0.673     0.922    16.3   76070.9 0.000E+00 0.000E+00
 305   2239.4   2238.8    -40.5     17.8 0.410E+00 0.570E+00 0.200E-01 0.000E+00 0.000E+00    7.81   113.09    1111.6   654.0   287.4     0.673     0.922    16.4   76007.3 0.000E+00 0.000E+00
 306   2246.5   2245.9    -40.7     17.9 0.409E+00 0.571E+00 0.200E-01 0.000E+00 0.000E+00    7.81   113.08    1113.5   653.1   287.3     0.672     0.921    16.5   75942.7 0.000E+00 0.000E+00
 307   2253.8   2253.2    -40.9     18.1 0.408E+00 0.572E+00 0.199E-01 0.000E+00 0.000E+00    7.81   113.06    1115.4   652.2   287.3     0.671     0.920    16.5   75877.2 0.000E+00 0.000E+00
 308   2261.1   2260.5    -41.2     18.2 0.408E+00 0.573E+00 0.199E-01 0.000E+00 0.000E+00    7.81   113.04    1117.3   651.3   287.3     0.671     0.920    16.6   75811.1 0.000E+00 0.000E+00
 309   2268.5   2267.9    -41.4     18.3 0.407E+00 0.573E+00 0.199E-01 0.000E+00 0.000E+00    7.81   113.03    1119.2   650.5   287.2     0.670     0.919    16.7   75744.5 0.000E+00 0.000E+00
 310   2275.9   2275.3    -41.7     18.5 0.406E+00 0.574E+00 0.198E-01 0.000E+00 0.000E+00    7.81   113.01    1121.1   649.6   287.2     0.669     0.918    16.7   75677.5 0.000E+00 0.000E+00
 311   2283.4   2282.8    -41.9     18.6 0.405E+00 0.575E+00 0.198E-01 0.000E+00 0.000E+00    7.80   113.00    1123.0   648.7   287.2     0.669     0.917    16.8   75610.2 0.000E+00 0.000E+00
 312   2290.9   2290.3    -42.2     18.7 0.404E+00 0.576E+00 0.198E-01 0.000E+00 0.000E+00    7.80   112.98    1124.9   647.8   287.2     0.668     0.917    16.9   75542.7 0.000E+00 0.000E+00
 313   2298.5   2297.8    -42.5     18.9 0.403E+00 0.577E+00 0.198E-01 0.000E+00 0.000E+00    7.80   112.97    1126.8   646.9   287.1     0.667     0.916    16.9   75475.0 0.000E+00 0.000E+00
 314   2306.0   2305.4    -42.7     19.0 0.402E+00 0.578E+00 0.197E-01 0.000E+00 0.000E+00    7.80   112.95    1128.8   646.0   287.1     0.667     0.915    17.0   75407.1 0.000E+00 0.000E+00
 315   2313.6   2312.9    -43.0     19.2 0.401E+00 0.579E+00 0.197E-01 0.000E+00 0.000E+00    7.80   112.94    1130.7   645.1   287.1     0.666     0.914    17.1   75339.1 0.000E+00 0.000E+00
 316   2321.2   2320.5    -43.2     19.3 0.400E+00 0.580E+00 0.197E-01 0.000E+00 0.000E+00    7.80   112.93    1132.6   644.2   287.0     0.665     0.914    17.1   75271.1 0.000E+00 0.000E+00
 317   2328.8   2328.1    -43.5     19.4 0.399E+00 0.581E+00 0.197E-01 0.000E+00 0.000E+00    7.80   112.92    1134.5   643.4   287.0     0.665     0.913    17.2   75203.0 0.000E+00 0.000E+00
 318   2336.4   2335.7    -43.7     19.6 0.398E+00 0.582E+00 0.196E-01 0.000E+00 0.000E+00    7.80   112.91    1136.4   642.5   287.0     0.664     0.912    17.3   75134.9 0.000E+00 0.000E+00
 319   2344.0   2343.3    -44.0     19.7 0.397E+00 0.583E+00 0.196E-01 0.000E+00 0.000E+00    7.80   112.90    1138.4   641.6   287.0     0.663     0.912    17.3   75066.8 0.000E+00 0.000E+00
 320   2351.6   2351.0    -44.3     19.9 0.397E+00 0.584E+00 0.196E-01 0.000E+00 0.000E+00    7.80   112.89    1140.3   640.7   286.9     0.663     0.911    17.4   74998.8 0.000E+00 0.000E+00
 321   2359.3   2358.6    -44.5     20.0 0.396E+00 0.585E+00 0.195E-01 0.000E+00 0.000E+00    7.80   112.88    1142.2   639.9   286.9     0.662     0.910    17.5   74930.7 0.000E+00 0.000E+00
 322   2366.9   2366.2    -44.8     20.1 0.395E+00 0.586E+00 0.195E-01 0.000E+00 0.000E+00    7.80   112.87    1144.1   639.0   286.9     0.661     0.909    17.5   74862.6 0.000E+00 0.000E+00
 323   2374.5   2373.8    -45.1     20.3 0.394E+00 0.587E+00 0.195E-01 0.000E+00 0.000E+00    7.80   112.86    1146.0   638.1   286.8     0.661     0.909    17.6   74794.6 0.000E+00 0.000E+00
 324   2382.2   2381.5    -45.3     20.4 0.393E+00 0.588E+00 0.195E-01 0.000E+00 0.000E+00    7.80   112.85    1147.9   637.2   286.8     0.660     0.908    17.7   74726.6 0.000E+00 0.000E+00
 325   2389.8   2389.1    -45.6     20.6 0.392E+00 0.589E+00 0.194E-01 0.000E+00 0.000E+00    7.81   112.85    1149.8   636.4   286.8     0.660     0.907    17.7   74658.6 0.000E+00 0.000E+00
 326   2397.5   2396.7    -45.8     20.7 0.391E+00 0.589E+00 0.194E-01 0.000E+00 0.000E+00    7.81   112.84    1151.7   635.5   286.7     0.659     0.906    17.8   74590.7 0.000E+00 0.000E+00
 327   2405.1   2404.4    -46.1     20.9 0.390E+00 0.590E+00 0.194E-01 0.000E+00 0.000E+00    7.81   112.84    1153.6   634.7   286.7     0.658     0.906    17.9   74522.9 0.000E+00 0.000E+00
 328   2412.7   2412.0    -46.4     21.0 0.389E+00 0.591E+00 0.194E-01 0.000E+00 0.000E+00    7.81   112.83    1155.5   633.8   286.7     0.658     0.905    17.9   74455.0 0.000E+00 0.000E+00
 329   2420.4   2419.7    -46.6     21.2 0.389E+00 0.592E+00 0.193E-01 0.000E+00 0.000E+00    7.82   112.83    1157.3   633.0   286.6     0.657     0.904    18.0   74387.3 0.000E+00 0.000E+00
 330   2428.0   2427.3    -46.9     21.3 0.388E+00 0.593E+00 0.193E-01 0.000E+00 0.000E+00    7.82   112.82    1159.2   632.1   286.6     0.656     0.904    18.1   74319.5 0.000E+00 0.000E+00
 331   2435.7   2434.9    -47.2     21.5 0.387E+00 0.594E+00 0.193E-01 0.000E+00 0.000E+00    7.82   112.82    1161.1   631.3   286.5     0.656     0.903    18.1   74251.8 0.000E+00 0.000E+00
 332   2443.3   2442.6    -47.4     21.6 0.386E+00 0.595E+00 0.193E-01 0.000E+00 0.000E+00    7.82   112.81    1163.0   630.4   286.5     0.655     0.902    18.2   74184.2 0.000E+00 0.000E+00
 333   2451.0   2450.2    -47.7     21.7 0.385E+00 0.596E+00 0.192E-01 0.000E+00 0.000E+00    7.83   112.81    1164.8   629.6   286.5     0.655     0.902    18.3   74116.6 0.000E+00 0.000E+00
 334   2458.6   2457.8    -48.0     21.9 0.384E+00 0.597E+00 0.192E-01 0.000E+00 0.000E+00    7.83   112.81    1166.7   628.7   286.4     0.654     0.901    18.3   74049.1 0.000E+00 0.000E+00
 335   2466.2   2465.5    -48.2     22.0 0.383E+00 0.598E+00 0.192E-01 0.000E+00 0.000E+00    7.83   112.81    1168.6   627.9   286.4     0.653     0.900    18.4   73981.6 0.000E+00 0.000E+00
 336   2473.9   2473.1    -48.5     22.2 0.382E+00 0.598E+00 0.191E-01 0.000E+00 0.000E+00    7.83   112.81    1170.4   627.1   286.4     0.653     0.899    18.5   73914.2 0.000E+00 0.000E+00
 337   2481.5   2480.8    -48.8     22.3 0.382E+00 0.599E+00 0.191E-01 0.000E+00 0.000E+00    7.84   112.81    1172.3   626.2   286.3     0.652     0.899    18.5   73846.8 0.000E+00 0.000E+00
 338   2489.2   2488.4    -49.0     22.5 0.381E+00 0.600E+00 0.191E-01 0.000E+00 0.000E+00    7.84   112.81    1174.1   625.4   286.3     0.652     0.898    18.6   73779.5 0.000E+00 0.000E+00
 339   2496.8   2496.0    -49.3     22.7 0.380E+00 0.601E+00 0.191E-01 0.000E+00 0.000E+00    7.84   112.81    1176.0   624.6   286.3     0.651     0.897    18.7   73712.2 0.000E+00 0.000E+00
 340   2504.5   2503.7    -49.6     22.8 0.379E+00 0.602E+00 0.190E-01 0.000E+00 0.000E+00    7.85   112.81    1177.8   623.8   286.2     0.650     0.897    18.7   73645.0 0.000E+00 0.000E+00
 341   2512.1   2511.3    -49.8     23.0 0.378E+00 0.603E+00 0.190E-01 0.000E+00 0.000E+00    7.85   112.81    1179.6   622.9   286.2     0.650     0.896    18.8   73577.8 0.000E+00 0.000E+00
 342   2519.8   2519.0    -50.1     23.1 0.377E+00 0.604E+00 0.190E-01 0.000E+00 0.000E+00    7.85   112.81    1181.5   622.1   286.1     0.649     0.895    18.9   73510.7 0.000E+00 0.000E+00
 343   2527.4   2526.6    -50.4     23.3 0.377E+00 0.605E+00 0.190E-01 0.000E+00 0.000E+00    7.85   112.81    1183.3   621.3   286.1     0.649     0.895    18.9   73443.6 0.000E+00 0.000E+00
 344   2535.1   2534.2    -50.6     23.4 0.376E+00 0.605E+00 0.189E-01 0.000E+00 0.000E+00    7.86   112.81    1185.1   620.5   286.1     0.648     0.894    19.0   73376.6 0.000E+00 0.000E+00
 345   2542.7   2541.9    -50.9     23.6 0.375E+00 0.606E+00 0.189E-01 0.000E+00 0.000E+00    7.86   112.82    1187.0   619.7   286.0     0.647     0.893    19.1   73309.6 0.000E+00 0.000E+00
 346   2550.4   2549.5    -51.2     23.7 0.374E+00 0.607E+00 0.189E-01 0.000E+00 0.000E+00    7.86   112.82    1188.8   618.9   286.0     0.647     0.892    19.2   73242.7 0.000E+00 0.000E+00
 347   2558.0   2557.2    -51.4     23.9 0.373E+00 0.608E+00 0.189E-01 0.000E+00 0.000E+00    7.86   112.82    1190.6   618.1   286.0     0.646     0.892    19.2   73175.9 0.000E+00 0.000E+00
 348   2565.6   2564.8    -51.7     24.0 0.372E+00 0.609E+00 0.188E-01 0.000E+00 0.000E+00    7.87   112.83    1192.4   617.3   285.9     0.646     0.891    19.3   73109.1 0.000E+00 0.000E+00
 349   2573.3   2572.4    -52.0     24.2 0.372E+00 0.610E+00 0.188E-01 0.000E+00 0.000E+00    7.87   112.83    1194.2   616.5   285.9     0.645     0.890    19.4   73042.3 0.000E+00 0.000E+00
 350   2580.9   2580.1    -52.2     24.4 0.371E+00 0.610E+00 0.188E-01 0.000E+00 0.000E+00    7.87   112.84    1196.0   615.7   285.8     0.645     0.890    19.4   72975.6 0.000E+00 0.000E+00
 351   2588.6   2587.7    -52.5     24.5 0.370E+00 0.611E+00 0.188E-01 0.000E+00 0.000E+00    7.87   112.84    1197.9   614.9   285.8     0.644     0.889    19.5   72909.0 0.000E+00 0.000E+00
 352   2596.2   2595.4    -52.8     24.7 0.369E+00 0.612E+00 0.187E-01 0.000E+00 0.000E+00    7.88   112.85    1199.7   614.1   285.8     0.643     0.888    19.6   72842.4 0.000E+00 0.000E+00
 353   2603.9   2603.0    -53.1     24.8 0.368E+00 0.613E+00 0.187E-01 0.000E+00 0.000E+00    7.88   112.85    1201.5   613.3   285.7     0.643     0.888    19.6   72775.8 0.000E+00 0.000E+00
 354   2611.5   2610.6    -53.3     25.0 0.367E+00 0.614E+00 0.187E-01 0.000E+00 0.000E+00    7.88   112.86    1203.3   612.5   285.7     0.642     0.887    19.7   72709.3 0.000E+00 0.000E+00
 355   2619.2   2618.3    -53.6     25.1 0.367E+00 0.615E+00 0.187E-01 0.000E+00 0.000E+00    7.88   112.87    1205.0   611.7   285.7     0.642     0.886    19.8   72642.9 0.000E+00 0.000E+00
 356   2626.8   2625.9    -53.9     25.3 0.366E+00 0.615E+00 0.186E-01 0.000E+00 0.000E+00    7.89   112.87    1206.8   610.9   285.6     0.641     0.885    19.8   72576.5 0.000E+00 0.000E+00
 357   2634.5   2633.6    -54.1     25.5 0.365E+00 0.616E+00 0.186E-01 0.000E+00 0.000E+00    7.89   112.88    1208.6   610.2   285.6     0.641     0.885    19.9   72510.2 0.000E+00 0.000E+00
 358   2642.1   2641.2    -54.4     25.6 0.364E+00 0.617E+00 0.186E-01 0.000E+00 0.000E+00    7.89   112.89    1210.4   609.4   285.5     0.640     0.884    20.0   72443.9 0.000E+00 0.000E+00
 359   2649.8   2648.8    -54.7     25.8 0.364E+00 0.618E+00 0.186E-01 0.000E+00 0.000E+00    7.90   112.90    1212.2   608.6   285.5     0.640     0.883    20.0   72377.6 0.000E+00 0.000E+00
 360   2657.4   2656.5    -55.0     25.9 0.363E+00 0.619E+00 0.185E-01 0.000E+00 0.000E+00    7.90   112.91    1214.0   607.8   285.5     0.639     0.883    20.1   72311.5 0.000E+00 0.000E+00
 361   2665.1   2664.1    -55.2     26.1 0.362E+00 0.620E+00 0.185E-01 0.000E+00 0.000E+00    7.90   112.91    1215.7   607.1   285.4     0.639     0.882    20.2   72245.3 0.000E+00 0.000E+00
 362   2672.7   2671.8    -55.5     26.3 0.361E+00 0.620E+00 0.185E-01 0.000E+00 0.000E+00    7.90   112.92    1217.5   606.3   285.4     0.638     0.881    20.2   72179.3 0.000E+00 0.000E+00
 363   2680.3   2679.4    -55.8     26.4 0.360E+00 0.621E+00 0.185E-01 0.000E+00 0.000E+00    7.91   112.93    1219.3   605.5   285.4     0.638     0.881    20.3   72113.2 0.000E+00 0.000E+00
 364   2688.0   2687.0    -56.0     26.6 0.360E+00 0.622E+00 0.184E-01 0.000E+00 0.000E+00    7.91   112.94    1221.1   604.8   285.3     0.637     0.880    20.4   72047.3 0.000E+00 0.000E+00
 365   2695.6   2694.7    -56.3     26.8 0.359E+00 0.623E+00 0.184E-01 0.000E+00 0.000E+00    7.91   112.95    1222.8   604.0   285.3     0.636     0.879    20.4   71981.3 0.000E+00 0.000E+00
 366   2703.3   2702.3    -56.6     26.9 0.358E+00 0.624E+00 0.184E-01 0.000E+00 0.000E+00    7.91   112.96    1224.6   603.2   285.3     0.636     0.878    20.5   71915.5 0.000E+00 0.000E+00
 367   2710.9   2710.0    -56.9     27.1 0.357E+00 0.624E+00 0.184E-01 0.000E+00 0.000E+00    7.92   112.97    1226.3   602.5   285.2     0.635     0.878    20.6   71849.7 0.000E+00 0.000E+00
 368   2718.6   2717.6    -57.1     27.3 0.357E+00 0.625E+00 0.183E-01 0.000E+00 0.000E+00    7.92   112.99    1228.1   601.7   285.2     0.635     0.877    20.6   71783.9 0.000E+00 0.000E+00
 369   2726.2   2725.2    -57.4     27.4 0.356E+00 0.626E+00 0.183E-01 0.000E+00 0.000E+00    7.92   113.00    1229.9   601.0   285.1     0.634     0.876    20.7   71718.2 0.000E+00 0.000E+00
 370   2733.9   2732.9    -57.7     27.6 0.355E+00 0.627E+00 0.183E-01 0.000E+00 0.000E+00    7.92   113.01    1231.6   600.2   285.1     0.634     0.876    20.8   71652.5 0.000E+00 0.000E+00
 371   2741.5   2740.5    -58.0     27.7 0.354E+00 0.628E+00 0.183E-01 0.000E+00 0.000E+00    7.93   113.02    1233.4   599.5   285.1     0.633     0.875    20.8   71586.9 0.000E+00 0.000E+00
 372   2749.2   2748.2    -58.2     27.9 0.353E+00 0.628E+00 0.182E-01 0.000E+00 0.000E+00    7.93   113.03    1235.1   598.8   285.0     0.633     0.874    20.9   71521.3 0.000E+00 0.000E+00
 373   2756.8   2755.8    -58.5     28.1 0.353E+00 0.629E+00 0.182E-01 0.000E+00 0.000E+00    7.93   113.04    1236.9   598.0   285.0     0.632     0.874    21.0   71455.8 0.000E+00 0.000E+00
 374   2764.5   2763.4    -58.8     28.3 0.352E+00 0.630E+00 0.182E-01 0.000E+00 0.000E+00    7.94   113.06    1238.6   597.3   285.0     0.632     0.873    21.0   71390.4 0.000E+00 0.000E+00
 375   2772.1   2771.1    -59.1     28.4 0.351E+00 0.631E+00 0.182E-01 0.000E+00 0.000E+00    7.94   113.07    1240.3   596.5   284.9     0.631     0.872    21.1   71325.0 0.000E+00 0.000E+00
 376   2779.8   2778.7    -59.3     28.6 0.350E+00 0.631E+00 0.181E-01 0.000E+00 0.000E+00    7.94   113.08    1242.1   595.8   284.9     0.631     0.872    21.2   71259.6 0.000E+00 0.000E+00
 377   2787.4   2786.4    -59.6     28.8 0.350E+00 0.632E+00 0.181E-01 0.000E+00 0.000E+00    7.94   113.10    1243.8   595.1   284.8     0.630     0.871    21.3   71194.3 0.000E+00 0.000E+00
 378   2795.0   2794.0    -59.9     28.9 0.349E+00 0.633E+00 0.181E-01 0.000E+00 0.000E+00    7.95   113.11    1245.5   594.3   284.8     0.630     0.870    21.3   71129.1 0.000E+00 0.000E+00
 379   2802.7   2801.6    -60.2     29.1 0.348E+00 0.634E+00 0.181E-01 0.000E+00 0.000E+00    7.95   113.13    1247.3   593.6   284.8     0.629     0.870    21.4   71063.9 0.000E+00 0.000E+00
 380   2810.3   2809.3    -60.4     29.3 0.348E+00 0.634E+00 0.180E-01 0.000E+00 0.000E+00    7.95   113.14    1249.0   592.9   284.7     0.629     0.869    21.5   70998.7 0.000E+00 0.000E+00
 381   2818.0   2816.9    -60.7     29.4 0.347E+00 0.635E+00 0.180E-01 0.000E+00 0.000E+00    7.95   113.15    1250.7   592.2   284.7     0.628     0.868    21.5   70933.6 0.000E+00 0.000E+00
 382   2825.6   2824.6    -61.0     29.6 0.346E+00 0.636E+00 0.180E-01 0.000E+00 0.000E+00    7.96   113.17    1252.4   591.4   284.7     0.628     0.868    21.6   70868.6 0.000E+00 0.000E+00
