
Output from Plumeria 2, fortran version, run date 2022.02.09  16:43

Input values:
      Using multilayered atmosphere from file metfile.txt                                                                     
                           Vent diameter (m):   349.0
                          Vent elevation (m):   144.0
                      Initial velocity (m/s):   219.8
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   5.948
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.125E+09
                 Mass flux of solids, (kg/s):  0.121E+09
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
   1      0.0      0.0      0.0      0.0 0.969E+00 0.100E-02 0.300E-01 0.000E+00 0.000E+00    5.75   219.80     174.5  1173.0   299.7     5.948     1.148     0.0   98721.4 0.000E+00 0.000E+00
   2      1.0      1.0     -0.0      0.0 0.969E+00 0.151E-02 0.300E-01 0.000E+00 0.000E+00    5.75   219.65     175.5  1172.5   299.7     5.890     1.148     0.0   98710.1 0.000E+00 0.000E+00
   3      2.5      2.5     -0.0      0.0 0.968E+00 0.227E-02 0.300E-01 0.000E+00 0.000E+00    5.75   219.43     176.9  1171.8   299.7     5.805     1.148     0.0   98693.2 0.000E+00 0.000E+00
   4      4.6      4.6     -0.0      0.0 0.967E+00 0.333E-02 0.299E-01 0.000E+00 0.000E+00    5.76   219.11     178.9  1170.8   299.7     5.692     1.147     0.0   98669.8 0.000E+00 0.000E+00
   5      7.3      7.3     -0.0      0.0 0.965E+00 0.470E-02 0.299E-01 0.000E+00 0.000E+00    5.76   218.71     181.4  1169.6   299.6     5.553     1.147     0.0   98639.5 0.000E+00 0.000E+00
   6     10.6     10.6     -0.0      0.0 0.964E+00 0.637E-02 0.299E-01 0.000E+00 0.000E+00    5.76   218.22     184.5  1168.1   299.6     5.390     1.147     0.0   98602.1 0.000E+00 0.000E+00
   7     14.5     14.5     -0.0      0.0 0.962E+00 0.835E-02 0.299E-01 0.000E+00 0.000E+00    5.77   217.64     188.0  1166.3   299.6     5.212     1.146     0.1   98558.0 0.000E+00 0.000E+00
   8     19.0     19.0     -0.0      0.0 0.960E+00 0.106E-01 0.298E-01 0.000E+00 0.000E+00    5.78   216.98     192.1  1164.2   299.5     5.023     1.146     0.1   98507.5 0.000E+00 0.000E+00
   9     24.0     24.0     -0.0      0.0 0.957E+00 0.131E-01 0.298E-01 0.000E+00 0.000E+00    5.78   216.25     196.4  1162.0   299.5     4.830     1.145     0.1   98451.5 0.000E+00 0.000E+00
  10     29.4     29.4     -0.0      0.0 0.954E+00 0.158E-01 0.298E-01 0.000E+00 0.000E+00    5.79   215.47     201.1  1159.5   299.4     4.637     1.145     0.1   98390.5 0.000E+00 0.000E+00
  11     35.2     35.2     -0.0      0.0 0.952E+00 0.186E-01 0.297E-01 0.000E+00 0.000E+00    5.80   214.63     206.0  1156.9   299.4     4.449     1.144     0.2   98325.2 0.000E+00 0.000E+00
  12     41.4     41.4     -0.0      0.0 0.949E+00 0.216E-01 0.297E-01 0.000E+00 0.000E+00    5.81   213.75     211.1  1154.2   299.3     4.267     1.144     0.2   98256.2 0.000E+00 0.000E+00
  13     47.8     47.8     -0.0      0.0 0.946E+00 0.248E-01 0.297E-01 0.000E+00 0.000E+00    5.81   212.85     216.4  1151.4   299.3     4.095     1.143     0.2   98184.3 0.000E+00 0.000E+00
  14     54.4     54.4     -0.0      0.0 0.942E+00 0.280E-01 0.296E-01 0.000E+00 0.000E+00    5.82   211.91     221.7  1148.5   299.2     3.932     1.142     0.3   98109.8 0.000E+00 0.000E+00
  15     61.3     61.3     -0.0      0.0 0.939E+00 0.313E-01 0.296E-01 0.000E+00 0.000E+00    5.83   210.96     227.0  1145.5   299.2     3.778     1.142     0.3   98033.2 0.000E+00 0.000E+00
  16     68.3     68.3     -0.0      0.0 0.936E+00 0.346E-01 0.295E-01 0.000E+00 0.000E+00    5.84   210.00     232.4  1142.5   299.1     3.635     1.141     0.3   97955.0 0.000E+00 0.000E+00
  17     75.4     75.4     -0.0      0.0 0.933E+00 0.380E-01 0.295E-01 0.000E+00 0.000E+00    5.85   209.03     237.7  1139.4   299.1     3.502     1.140     0.4   97875.4 0.000E+00 0.000E+00
  18     82.6     82.6     -0.0      0.0 0.929E+00 0.414E-01 0.294E-01 0.000E+00 0.000E+00    5.86   208.05     243.1  1136.3   299.0     3.377     1.140     0.4   97794.7 0.000E+00 0.000E+00
  19     89.9     89.9     -0.1      0.0 0.926E+00 0.448E-01 0.294E-01 0.000E+00 0.000E+00    5.87   207.07     248.4  1133.2   298.9     3.261     1.139     0.4   97713.1 0.000E+00 0.000E+00
  20     97.3     97.3     -0.1      0.0 0.922E+00 0.482E-01 0.293E-01 0.000E+00 0.000E+00    5.88   206.09     253.7  1130.1   298.9     3.153     1.138     0.5   97630.9 0.000E+00 0.000E+00
  21    104.7    104.7     -0.1      0.0 0.919E+00 0.516E-01 0.293E-01 0.000E+00 0.000E+00    5.89   205.12     258.9  1127.0   298.8     3.052     1.138     0.5   97548.0 0.000E+00 0.000E+00
  22    112.1    112.1     -0.1      0.0 0.916E+00 0.550E-01 0.293E-01 0.000E+00 0.000E+00    5.90   204.14     264.1  1123.9   298.7     2.958     1.137     0.5   97464.8 0.000E+00 0.000E+00
  23    119.6    119.6     -0.1      0.0 0.912E+00 0.584E-01 0.292E-01 0.000E+00 0.000E+00    5.92   203.18     269.3  1120.8   298.7     2.870     1.136     0.6   97381.2 0.000E+00 0.000E+00
  24    127.2    127.2     -0.1      0.0 0.909E+00 0.618E-01 0.292E-01 0.000E+00 0.000E+00    5.93   202.21     274.3  1117.7   298.6     2.788     1.135     0.6   97297.3 0.000E+00 0.000E+00
  25    134.7    134.7     -0.1      0.0 0.906E+00 0.652E-01 0.291E-01 0.000E+00 0.000E+00    5.95   201.26     279.4  1114.6   298.6     2.711     1.135     0.6   97213.3 0.000E+00 0.000E+00
  26    142.3    142.3     -0.1      0.1 0.902E+00 0.685E-01 0.291E-01 0.000E+00 0.000E+00    5.97   200.31     284.4  1111.6   298.5     2.639     1.134     0.7   97129.1 0.000E+00 0.000E+00
  27    149.9    149.9     -0.1      0.1 0.899E+00 0.719E-01 0.290E-01 0.000E+00 0.000E+00    5.98   199.37     289.3  1108.5   298.5     2.571     1.133     0.7   97044.8 0.000E+00 0.000E+00
  28    157.5    157.5     -0.2      0.1 0.896E+00 0.752E-01 0.290E-01 0.000E+00 0.000E+00    6.00   198.44     294.2  1105.5   298.4     2.507     1.132     0.8   96960.4 0.000E+00 0.000E+00
  29    165.1    165.1     -0.2      0.1 0.893E+00 0.785E-01 0.289E-01 0.000E+00 0.000E+00    6.02   197.51     299.0  1102.5   298.4     2.447     1.131     0.8   96876.0 0.000E+00 0.000E+00
  30    172.7    172.7     -0.2      0.1 0.889E+00 0.818E-01 0.289E-01 0.000E+00 0.000E+00    6.03   196.59     303.8  1099.5   298.3     2.390     1.131     0.8   96791.6 0.000E+00 0.000E+00
  31    180.3    180.3     -0.2      0.1 0.886E+00 0.850E-01 0.289E-01 0.000E+00 0.000E+00    6.05   195.68     308.6  1096.5   298.2     2.336     1.130     0.9   96707.1 0.000E+00 0.000E+00
  32    187.9    187.9     -0.2      0.1 0.883E+00 0.883E-01 0.288E-01 0.000E+00 0.000E+00    6.07   194.78     313.3  1093.6   298.2     2.286     1.129     0.9   96622.7 0.000E+00 0.000E+00
  33    195.5    195.5     -0.2      0.1 0.880E+00 0.915E-01 0.288E-01 0.000E+00 0.000E+00    6.08   193.89     317.9  1090.6   298.1     2.237     1.128     0.9   96538.3 0.000E+00 0.000E+00
  34    200.0    200.0     -0.3      0.1 0.878E+00 0.934E-01 0.287E-01 0.000E+00 0.000E+00    6.09   193.37     320.6  1088.9   298.1     2.210     1.128     1.0   96488.8 0.000E+00 0.000E+00
  35    205.0    205.0     -0.3      0.1 0.876E+00 0.955E-01 0.287E-01 0.000E+00 0.000E+00    6.10   192.79     323.6  1087.0   298.1     2.181     1.127     1.0   96433.7 0.000E+00 0.000E+00
  36    210.4    210.4     -0.3      0.1 0.874E+00 0.977E-01 0.287E-01 0.000E+00 0.000E+00    6.11   192.17     326.9  1084.9   298.0     2.150     1.127     1.0   96373.7 0.000E+00 0.000E+00
  37    216.2    216.2     -0.3      0.1 0.871E+00 0.100E+00 0.286E-01 0.000E+00 0.000E+00    6.13   191.51     330.3  1082.7   298.0     2.119     1.126     1.1   96309.5 0.000E+00 0.000E+00
  38    222.3    222.3     -0.3      0.1 0.869E+00 0.103E+00 0.286E-01 0.000E+00 0.000E+00    6.14   190.81     334.0  1080.4   297.9     2.086     1.126     1.1   96241.7 0.000E+00 0.000E+00
  39    228.8    228.8     -0.3      0.1 0.866E+00 0.105E+00 0.286E-01 0.000E+00 0.000E+00    6.15   190.09     337.7  1078.0   297.9     2.054     1.125     1.1   96171.0 0.000E+00 0.000E+00
  40    235.4    235.4     -0.4      0.1 0.863E+00 0.108E+00 0.285E-01 0.000E+00 0.000E+00    6.17   189.35     341.6  1075.6   297.8     2.022     1.124     1.2   96097.7 0.000E+00 0.000E+00
  41    242.2    242.2     -0.4      0.2 0.861E+00 0.111E+00 0.285E-01 0.000E+00 0.000E+00    6.18   188.60     345.6  1073.0   297.8     1.990     1.124     1.2   96022.4 0.000E+00 0.000E+00
  42    249.2    249.2     -0.4      0.2 0.858E+00 0.114E+00 0.285E-01 0.000E+00 0.000E+00    6.20   187.83     349.6  1070.5   297.7     1.959     1.123     1.2   95945.5 0.000E+00 0.000E+00
  43    256.3    256.3     -0.4      0.2 0.855E+00 0.116E+00 0.284E-01 0.000E+00 0.000E+00    6.22   187.06     353.6  1067.9   297.7     1.928     1.122     1.3   95867.2 0.000E+00 0.000E+00
  44    263.5    263.5     -0.5      0.2 0.852E+00 0.119E+00 0.284E-01 0.000E+00 0.000E+00    6.23   186.29     357.7  1065.2   297.6     1.899     1.121     1.3   95787.8 0.000E+00 0.000E+00
  45    270.8    270.8     -0.5      0.2 0.849E+00 0.122E+00 0.283E-01 0.000E+00 0.000E+00    6.25   185.51     361.8  1062.6   297.6     1.870     1.121     1.3   95707.5 0.000E+00 0.000E+00
  46    278.2    278.2     -0.5      0.2 0.847E+00 0.125E+00 0.283E-01 0.000E+00 0.000E+00    6.26   184.73     365.9  1060.0   297.5     1.842     1.120     1.4   95626.6 0.000E+00 0.000E+00
  47    285.6    285.6     -0.5      0.2 0.844E+00 0.128E+00 0.283E-01 0.000E+00 0.000E+00    6.28   183.96     370.0  1057.3   297.5     1.815     1.119     1.4   95545.1 0.000E+00 0.000E+00
  48    293.1    293.1     -0.6      0.2 0.841E+00 0.131E+00 0.282E-01 0.000E+00 0.000E+00    6.30   183.19     374.1  1054.7   297.4     1.789     1.118     1.5   95463.2 0.000E+00 0.000E+00
  49    300.6    300.6     -0.6      0.2 0.838E+00 0.134E+00 0.282E-01 0.000E+00 0.000E+00    6.31   182.42     378.3  1052.0   297.4     1.764     1.118     1.5   95381.0 0.000E+00 0.000E+00
  50    308.1    308.1     -0.6      0.3 0.835E+00 0.137E+00 0.281E-01 0.000E+00 0.000E+00    6.33   181.65     382.3  1049.4   297.3     1.739     1.117     1.5   95298.5 0.000E+00 0.000E+00
  51    315.7    315.6     -0.7      0.3 0.832E+00 0.139E+00 0.281E-01 0.000E+00 0.000E+00    6.34   180.89     386.4  1046.8   297.2     1.716     1.116     1.6   95215.8 0.000E+00 0.000E+00
  52    323.2    323.2     -0.7      0.3 0.830E+00 0.142E+00 0.281E-01 0.000E+00 0.000E+00    6.36   180.14     390.5  1044.1   297.2     1.693     1.115     1.6   95132.9 0.000E+00 0.000E+00
  53    330.8    330.8     -0.7      0.3 0.827E+00 0.145E+00 0.280E-01 0.000E+00 0.000E+00    6.38   179.39     394.5  1041.5   297.1     1.671     1.115     1.7   95050.0 0.000E+00 0.000E+00
  54    338.4    338.4     -0.8      0.3 0.824E+00 0.148E+00 0.280E-01 0.000E+00 0.000E+00    6.39   178.65     398.6  1038.9   297.1     1.649     1.114     1.7   94967.0 0.000E+00 0.000E+00
  55    346.0    346.0     -0.8      0.3 0.821E+00 0.151E+00 0.279E-01 0.000E+00 0.000E+00    6.41   177.91     402.6  1036.4   297.0     1.629     1.113     1.8   94884.0 0.000E+00 0.000E+00
  56    353.6    353.6     -0.8      0.3 0.818E+00 0.154E+00 0.279E-01 0.000E+00 0.000E+00    6.43   177.18     406.6  1033.8   297.0     1.609     1.112     1.8   94800.9 0.000E+00 0.000E+00
  57    361.2    361.2     -0.9      0.4 0.816E+00 0.156E+00 0.278E-01 0.000E+00 0.000E+00    6.45   176.46     410.6  1031.2   296.9     1.590     1.112     1.8   94717.8 0.000E+00 0.000E+00
  58    368.8    368.8     -0.9      0.4 0.813E+00 0.159E+00 0.278E-01 0.000E+00 0.000E+00    6.47   175.74     414.5  1028.7   296.9     1.571     1.111     1.9   94634.7 0.000E+00 0.000E+00
  59    376.5    376.5     -1.0      0.4 0.810E+00 0.162E+00 0.278E-01 0.000E+00 0.000E+00    6.49   175.03     418.5  1026.2   296.8     1.553     1.110     1.9   94551.7 0.000E+00 0.000E+00
  60    384.1    384.1     -1.0      0.4 0.808E+00 0.165E+00 0.277E-01 0.000E+00 0.000E+00    6.51   174.33     422.4  1023.6   296.8     1.536     1.109     2.0   94468.6 0.000E+00 0.000E+00
  61    391.7    391.7     -1.0      0.4 0.805E+00 0.167E+00 0.277E-01 0.000E+00 0.000E+00    6.53   173.63     426.3  1021.1   296.7     1.519     1.108     2.0   94385.7 0.000E+00 0.000E+00
  62    399.4    399.4     -1.1      0.4 0.802E+00 0.170E+00 0.276E-01 0.000E+00 0.000E+00    6.55   172.94     430.2  1018.6   296.7     1.502     1.108     2.1   94302.7 0.000E+00 0.000E+00
  63    407.0    407.0     -1.1      0.5 0.800E+00 0.173E+00 0.276E-01 0.000E+00 0.000E+00    6.57   172.26     434.1  1016.2   296.6     1.487     1.107     2.1   94219.8 0.000E+00 0.000E+00
  64    414.6    414.6     -1.2      0.5 0.797E+00 0.176E+00 0.276E-01 0.000E+00 0.000E+00    6.59   171.58     437.9  1013.7   296.6     1.471     1.106     2.2   94136.9 0.000E+00 0.000E+00
  65    422.3    422.3     -1.2      0.5 0.794E+00 0.178E+00 0.275E-01 0.000E+00 0.000E+00    6.61   170.91     441.7  1011.3   296.5     1.456     1.105     2.2   94054.1 0.000E+00 0.000E+00
  66    429.9    429.9     -1.3      0.5 0.792E+00 0.181E+00 0.275E-01 0.000E+00 0.000E+00    6.63   170.24     445.6  1008.8   296.5     1.442     1.104     2.2   93971.3 0.000E+00 0.000E+00
  67    437.5    437.5     -1.3      0.5 0.789E+00 0.183E+00 0.274E-01 0.000E+00 0.000E+00    6.65   169.58     449.4  1006.4   296.4     1.428     1.104     2.3   93888.6 0.000E+00 0.000E+00
  68    445.2    445.2     -1.4      0.6 0.787E+00 0.186E+00 0.274E-01 0.000E+00 0.000E+00    6.67   168.93     453.1  1004.0   296.4     1.414     1.103     2.3   93805.9 0.000E+00 0.000E+00
  69    452.8    452.8     -1.4      0.6 0.784E+00 0.189E+00 0.274E-01 0.000E+00 0.000E+00    6.69   168.28     456.9  1001.6   296.3     1.401     1.102     2.4   93723.3 0.000E+00 0.000E+00
  70    460.5    460.4     -1.5      0.6 0.781E+00 0.191E+00 0.273E-01 0.000E+00 0.000E+00    6.71   167.64     460.7   999.3   296.3     1.388     1.101     2.4   93640.7 0.000E+00 0.000E+00
  71    468.1    468.1     -1.5      0.6 0.779E+00 0.194E+00 0.273E-01 0.000E+00 0.000E+00    6.73   167.01     464.4   996.9   296.2     1.375     1.101     2.5   93558.2 0.000E+00 0.000E+00
  72    475.7    475.7     -1.6      0.6 0.776E+00 0.196E+00 0.273E-01 0.000E+00 0.000E+00    6.75   166.38     468.1   994.5   296.2     1.363     1.100     2.5   93475.8 0.000E+00 0.000E+00
  73    483.4    483.4     -1.6      0.7 0.774E+00 0.199E+00 0.272E-01 0.000E+00 0.000E+00    6.77   165.76     471.8   992.2   296.1     1.351     1.099     2.6   93393.4 0.000E+00 0.000E+00
  74    491.0    491.0     -1.7      0.7 0.771E+00 0.201E+00 0.272E-01 0.000E+00 0.000E+00    6.79   165.15     475.5   989.9   296.1     1.339     1.098     2.6   93311.1 0.000E+00 0.000E+00
  75    498.7    498.6     -1.7      0.7 0.769E+00 0.204E+00 0.271E-01 0.000E+00 0.000E+00    6.81   164.54     479.2   987.6   296.0     1.328     1.097     2.7   93228.8 0.000E+00 0.000E+00
  76    506.3    506.3     -1.8      0.7 0.766E+00 0.206E+00 0.271E-01 0.000E+00 0.000E+00    6.83   163.93     482.8   985.3   296.0     1.317     1.097     2.7   93146.6 0.000E+00 0.000E+00
  77    513.9    513.9     -1.8      0.7 0.764E+00 0.209E+00 0.271E-01 0.000E+00 0.000E+00    6.85   163.33     486.5   983.0   295.9     1.306     1.096     2.7   93064.4 0.000E+00 0.000E+00
  78    521.6    521.6     -1.9      0.8 0.762E+00 0.211E+00 0.270E-01 0.000E+00 0.000E+00    6.86   162.74     490.3   981.6   295.9     1.295     1.095     2.8   92982.3 0.000E+00 0.000E+00
  79    529.2    529.2     -2.0      0.8 0.759E+00 0.214E+00 0.270E-01 0.000E+00 0.000E+00    6.88   162.16     493.9   979.3   295.8     1.284     1.094     2.8   92900.3 0.000E+00 0.000E+00
  80    536.9    536.8     -2.0      0.8 0.757E+00 0.216E+00 0.269E-01 0.000E+00 0.000E+00    6.90   161.58     497.6   977.1   295.8     1.274     1.093     2.9   92818.3 0.000E+00 0.000E+00
  81    544.5    544.5     -2.1      0.8 0.754E+00 0.219E+00 0.269E-01 0.000E+00 0.000E+00    6.92   161.00     501.2   974.9   295.7     1.265     1.093     2.9   92736.4 0.000E+00 0.000E+00
  82    552.1    552.1     -2.1      0.9 0.752E+00 0.221E+00 0.269E-01 0.000E+00 0.000E+00    6.94   160.43     504.7   972.7   295.7     1.255     1.092     3.0   92654.5 0.000E+00 0.000E+00
  83    559.8    559.8     -2.2      0.9 0.750E+00 0.224E+00 0.268E-01 0.000E+00 0.000E+00    6.96   159.87     508.3   970.6   295.6     1.246     1.091     3.0   92572.7 0.000E+00 0.000E+00
  84    567.4    567.4     -2.3      0.9 0.747E+00 0.226E+00 0.268E-01 0.000E+00 0.000E+00    6.98   159.31     511.9   968.4   295.6     1.237     1.090     3.1   92491.0 0.000E+00 0.000E+00
  85    575.1    575.0     -2.3      0.9 0.745E+00 0.228E+00 0.268E-01 0.000E+00 0.000E+00    7.00   158.76     515.4   966.2   295.5     1.228     1.090     3.1   92409.3 0.000E+00 0.000E+00
  86    582.7    582.7     -2.4      1.0 0.743E+00 0.231E+00 0.267E-01 0.000E+00 0.000E+00    7.02   158.21     519.0   964.1   295.5     1.219     1.089     3.2   92327.7 0.000E+00 0.000E+00
  87    590.3    590.3     -2.5      1.0 0.740E+00 0.233E+00 0.267E-01 0.000E+00 0.000E+00    7.04   157.67     522.5   962.0   295.4     1.211     1.088     3.2   92246.1 0.000E+00 0.000E+00
  88    598.0    598.0     -2.5      1.0 0.738E+00 0.235E+00 0.266E-01 0.000E+00 0.000E+00    7.06   157.14     526.0   959.9   295.4     1.202     1.087     3.3   92164.6 0.000E+00 0.000E+00
  89    605.6    605.6     -2.6      1.0 0.736E+00 0.238E+00 0.266E-01 0.000E+00 0.000E+00    7.08   156.60     529.5   957.8   295.4     1.194     1.086     3.3   92083.1 0.000E+00 0.000E+00
  90    613.3    613.2     -2.7      1.1 0.733E+00 0.240E+00 0.266E-01 0.000E+00 0.000E+00    7.10   156.08     533.0   955.7   295.3     1.186     1.086     3.4   92001.7 0.000E+00 0.000E+00
  91    620.9    620.9     -2.7      1.1 0.731E+00 0.242E+00 0.265E-01 0.000E+00 0.000E+00    7.12   155.56     536.5   953.6   295.3     1.178     1.085     3.4   91920.4 0.000E+00 0.000E+00
  92    628.5    628.5     -2.8      1.1 0.729E+00 0.245E+00 0.265E-01 0.000E+00 0.000E+00    7.14   155.04     540.0   951.5   295.2     1.171     1.084     3.5   91839.1 0.000E+00 0.000E+00
  93    636.2    636.2     -2.9      1.2 0.727E+00 0.247E+00 0.265E-01 0.000E+00 0.000E+00    7.16   154.53     543.4   949.5   295.2     1.163     1.083     3.5   91757.9 0.000E+00 0.000E+00
  94    643.8    643.8     -3.0      1.2 0.724E+00 0.249E+00 0.264E-01 0.000E+00 0.000E+00    7.18   154.03     546.9   947.4   295.1     1.156     1.082     3.6   91676.7 0.000E+00 0.000E+00
  95    651.5    651.4     -3.0      1.2 0.722E+00 0.251E+00 0.264E-01 0.000E+00 0.000E+00    7.19   153.53     550.3   945.4   295.1     1.149     1.082     3.6   91595.6 0.000E+00 0.000E+00
  96    659.1    659.1     -3.1      1.2 0.720E+00 0.254E+00 0.263E-01 0.000E+00 0.000E+00    7.21   153.03     553.7   943.4   295.0     1.142     1.081     3.7   91514.6 0.000E+00 0.000E+00
  97    666.7    666.7     -3.2      1.3 0.718E+00 0.256E+00 0.263E-01 0.000E+00 0.000E+00    7.23   152.54     557.1   941.3   295.0     1.135     1.080     3.7   91433.6 0.000E+00 0.000E+00
  98    674.4    674.4     -3.3      1.3 0.716E+00 0.258E+00 0.263E-01 0.000E+00 0.000E+00    7.25   152.06     560.5   939.3   294.9     1.128     1.079     3.8   91352.7 0.000E+00 0.000E+00
  99    682.0    682.0     -3.3      1.3 0.714E+00 0.260E+00 0.262E-01 0.000E+00 0.000E+00    7.27   151.58     563.9   937.3   294.9     1.122     1.079     3.8   91271.8 0.000E+00 0.000E+00
 100    689.7    689.6     -3.4      1.4 0.711E+00 0.262E+00 0.262E-01 0.000E+00 0.000E+00    7.29   151.10     567.3   935.4   294.8     1.115     1.078     3.9   91191.0 0.000E+00 0.000E+00
 101    697.3    697.3     -3.5      1.4 0.709E+00 0.265E+00 0.262E-01 0.000E+00 0.000E+00    7.31   150.63     570.7   933.4   294.8     1.109     1.077     3.9   91110.2 0.000E+00 0.000E+00
 102    704.9    704.9     -3.6      1.4 0.707E+00 0.267E+00 0.261E-01 0.000E+00 0.000E+00    7.33   150.17     574.0   931.4   294.7     1.102     1.076     4.0   91029.6 0.000E+00 0.000E+00
 103    712.6    712.6     -3.7      1.5 0.705E+00 0.269E+00 0.261E-01 0.000E+00 0.000E+00    7.35   149.71     577.4   929.5   294.7     1.096     1.075     4.0   90948.9 0.000E+00 0.000E+00
 104    720.2    720.2     -3.7      1.5 0.703E+00 0.271E+00 0.261E-01 0.000E+00 0.000E+00    7.37   149.25     580.7   927.5   294.6     1.090     1.075     4.1   90868.3 0.000E+00 0.000E+00
 105    727.9    727.8     -3.8      1.5 0.701E+00 0.273E+00 0.260E-01 0.000E+00 0.000E+00    7.39   148.80     584.1   925.6   294.6     1.084     1.074     4.1   90787.8 0.000E+00 0.000E+00
 106    735.5    735.5     -3.9      1.6 0.699E+00 0.275E+00 0.260E-01 0.000E+00 0.000E+00    7.41   148.35     587.4   923.7   294.5     1.079     1.073     4.2   90707.4 0.000E+00 0.000E+00
 107    743.1    743.1     -4.0      1.6 0.697E+00 0.277E+00 0.260E-01 0.000E+00 0.000E+00    7.42   147.91     590.7   921.7   294.5     1.073     1.072     4.2   90627.0 0.000E+00 0.000E+00
 108    750.8    750.8     -4.1      1.6 0.695E+00 0.280E+00 0.259E-01 0.000E+00 0.000E+00    7.44   147.47     594.0   919.8   294.4     1.067     1.072     4.3   90546.6 0.000E+00 0.000E+00
 109    758.4    758.4     -4.2      1.7 0.692E+00 0.282E+00 0.259E-01 0.000E+00 0.000E+00    7.46   147.04     597.3   917.9   294.4     1.062     1.071     4.3   90466.3 0.000E+00 0.000E+00
 110    766.1    766.0     -4.3      1.7 0.690E+00 0.284E+00 0.258E-01 0.000E+00 0.000E+00    7.48   146.61     600.6   916.0   294.3     1.057     1.070     4.4   90386.1 0.000E+00 0.000E+00
 111    773.7    773.7     -4.4      1.7 0.688E+00 0.286E+00 0.258E-01 0.000E+00 0.000E+00    7.50   146.18     603.9   914.1   294.3     1.051     1.069     4.4   90305.9 0.000E+00 0.000E+00
 112    781.3    781.3     -4.5      1.8 0.686E+00 0.288E+00 0.258E-01 0.000E+00 0.000E+00    7.52   145.75     607.2   912.3   294.2     1.046     1.068     4.5   90225.8 0.000E+00 0.000E+00
 113    789.0    789.0     -4.6      1.8 0.684E+00 0.290E+00 0.257E-01 0.000E+00 0.000E+00    7.54   145.33     610.5   910.4   294.2     1.041     1.068     4.5   90145.8 0.000E+00 0.000E+00
 114    796.6    796.6     -4.7      1.9 0.682E+00 0.292E+00 0.257E-01 0.000E+00 0.000E+00    7.56   144.92     613.7   908.5   294.2     1.036     1.067     4.6   90065.8 0.000E+00 0.000E+00
 115    804.3    804.2     -4.7      1.9 0.680E+00 0.294E+00 0.257E-01 0.000E+00 0.000E+00    7.58   144.50     617.0   906.6   294.1     1.031     1.066     4.6   89985.9 0.000E+00 0.000E+00
 116    811.9    811.9     -4.8      1.9 0.678E+00 0.296E+00 0.256E-01 0.000E+00 0.000E+00    7.60   144.09     620.3   904.8   294.1     1.026     1.065     4.7   89906.0 0.000E+00 0.000E+00
 117    819.6    819.5     -4.9      2.0 0.676E+00 0.298E+00 0.256E-01 0.000E+00 0.000E+00    7.61   143.69     623.6   902.9   294.0     1.021     1.065     4.7   89826.2 0.000E+00 0.000E+00
 118    827.2    827.2     -5.0      2.0 0.674E+00 0.300E+00 0.256E-01 0.000E+00 0.000E+00    7.61   143.28     626.8   901.1   294.0     1.016     1.064     4.8   89746.4 0.000E+00 0.000E+00
 119    834.8    834.8     -5.1      2.1 0.672E+00 0.302E+00 0.255E-01 0.000E+00 0.000E+00    7.62   142.88     630.1   899.2   293.9     1.012     1.063     4.9   89666.7 0.000E+00 0.000E+00
 120    842.5    842.4     -5.2      2.1 0.670E+00 0.304E+00 0.255E-01 0.000E+00 0.000E+00    7.63   142.49     633.3   897.4   293.9     1.007     1.062     4.9   89587.1 0.000E+00 0.000E+00
 121    850.1    850.1     -5.3      2.1 0.668E+00 0.306E+00 0.255E-01 0.000E+00 0.000E+00    7.64   142.10     636.6   895.5   293.8     1.003     1.061     5.0   89507.5 0.000E+00 0.000E+00
 122    857.8    857.7     -5.5      2.2 0.666E+00 0.308E+00 0.254E-01 0.000E+00 0.000E+00    7.64   141.71     639.8   893.7   293.8     0.998     1.061     5.0   89427.9 0.000E+00 0.000E+00
 123    865.4    865.4     -5.6      2.2 0.664E+00 0.310E+00 0.254E-01 0.000E+00 0.000E+00    7.65   141.32     643.1   891.9   293.8     0.994     1.060     5.1   89348.5 0.000E+00 0.000E+00
 124    873.0    873.0     -5.7      2.3 0.662E+00 0.312E+00 0.254E-01 0.000E+00 0.000E+00    7.66   140.94     646.3   890.1   293.7     0.989     1.059     5.1   89269.1 0.000E+00 0.000E+00
 125    880.7    880.6     -5.8      2.3 0.660E+00 0.314E+00 0.253E-01 0.000E+00 0.000E+00    7.67   140.56     649.6   888.3   293.7     0.985     1.058     5.2   89189.7 0.000E+00 0.000E+00
 126    888.3    888.3     -5.9      2.3 0.658E+00 0.316E+00 0.253E-01 0.000E+00 0.000E+00    7.67   140.19     652.8   886.5   293.6     0.981     1.057     5.2   89110.4 0.000E+00 0.000E+00
 127    896.0    895.9     -6.0      2.4 0.656E+00 0.318E+00 0.253E-01 0.000E+00 0.000E+00    7.68   139.82     656.0   884.7   293.6     0.977     1.057     5.3   89031.2 0.000E+00 0.000E+00
